consumer_id,product_id,purchased_size,fit_outcome,transaction_date
c_130,a_362,L,not applicable,2021-06-22
c_130,a_989,L,not applicable,2021-06-25
c_130,a_197,L,too large,2021-09-12
c_130,a_854,12.0,too large,2021-09-26
c_130,a_509,L,too small,2021-10-19
c_131,a_527,L,fit,2021-11-07
c_131,a_925,M,not applicable,2022-01-30
c_131,a_58,10.5,too small,2022-02-23
c_131,a_604,L,too small,2022-05-22
c_131,a_698,L,too large,2022-06-13
c_131,a_537,L,fit,2022-08-08
c_132,a_927,2XL,not applicable,2021-04-06
c_132,a_250,2XL,too small,2021-04-08
c_132,a_440,2XL,too small,2021-04-11
c_132,a_766,2XL,not applicable,2021-05-21
c_132,a_704,2XL,too small,2021-07-18
c_133,a_462,2XL,too small,2021-08-21
c_134,a_322,M,too small,2021-11-21
c_134,a_722,11.0,too large,2022-01-16
c_134,a_558,L,fit,2022-03-17
c_134,a_511,L,fit,2022-04-21
c_134,a_204,L,fit,2022-06-03
c_134,a_17,10.5,too small,2022-06-30
c_135,a_256,9.5,fit,2021-09-18
c_135,a_637,M,fit,2021-10-29
c_135,a_881,M,fit,2022-01-06
c_136,a_4,9.5,not applicable,2022-01-22
c_136,a_158,L,too large,2022-02-09
c_136,a_475,M,fit,2022-04-05
c_136,a_988,M,too small,2022-05-27
c_136,a_733,M,too large,2022-07-31
c_136,a_264,S,too small,2022-08-14
c_136,a_684,XS,too small,2022-08-18
c_137,a_220,9.5,too large,2022-01-26
c_137,a_550,M,not applicable,2022-01-30
c_137,a_498,9.0,too small,2022-02-27
c_137,a_648,S,too small,2022-05-22
c_138,a_470,S,too small,2021-10-17
c_139,a_509,2XL,too small,2021-09-26
c_139,a_230,2XL,too small,2021-10-12
c_139,a_493,14.5,fit,2021-11-04
c_140,a_273,2XL,fit,2022-01-25
c_140,a_940,2XL,fit,2022-03-23
c_140,a_755,2XL,fit,2022-06-09
c_140,a_875,XL,too small,2022-07-19
c_140,a_580,2XL,fit,2022-08-30
c_140,a_660,14.5,too small,2022-09-21
c_140,a_46,2XL,fit,2022-10-09
c_141,a_51,7.5,too small,2021-06-01
c_141,a_810,XS,too small,2021-08-01
c_141,a_905,S,not applicable,2021-08-08
c_141,a_234,S,too large,2021-08-25
c_141,a_934,S,too large,2021-11-02
c_142,a_963,2XL,too small,2021-04-13
c_142,a_384,2XL,not applicable,2021-06-01
c_142,a_68,2XL,not applicable,2021-07-22
c_142,a_199,13.5,too large,2021-08-03
c_142,a_566,2XL,too small,2021-10-03
c_143,a_345,M,too large,2021-10-08
c_143,a_161,M,not applicable,2021-12-28
c_143,a_389,M,not applicable,2022-03-22
c_143,a_266,M,fit,2022-06-14
c_143,a_104,M,not applicable,2022-09-02
c_144,a_176,M,too large,2022-02-04
c_144,a_312,9.5,not applicable,2022-04-26
c_144,a_624,M,too large,2022-06-01
c_144,a_599,9.5,too small,2022-07-16
c_145,a_96,2XL,too small,2021-09-20
c_145,a_154,XL,too small,2021-10-13
c_145,a_486,2XL,too large,2021-12-03
c_145,a_39,XL,too small,2022-02-23
c_146,a_714,S,fit,2021-03-22
c_146,a_603,M,too large,2021-04-26
c_147,a_292,M,too small,2021-08-26
c_147,a_257,M,too small,2021-10-08
c_147,a_684,S,too small,2021-10-13
c_148,a_484,13.5,too large,2021-04-06
c_148,a_114,2XL,too large,2021-06-09
c_148,a_741,XL,too small,2021-07-14
c_148,a_551,XL,too small,2021-09-04
c_148,a_893,XL,fit,2021-10-06
c_148,a_934,XL,not applicable,2021-12-30
c_149,a_570,M,too small,2021-07-09
c_149,a_132,M,too large,2021-08-17
c_149,a_970,L,too small,2021-09-14
c_149,a_690,M,too large,2021-10-28
c_149,a_491,M,too small,2022-01-09
c_150,a_844,2XL,fit,2022-02-16
c_150,a_797,2XL,fit,2022-04-30
c_150,a_268,2XL,not applicable,2022-07-03
c_150,a_810,2XL,fit,2022-09-12
c_150,a_56,2XL,fit,2022-11-06
c_150,a_88,XL,too small,2023-01-28
c_151,a_994,2XL,fit,2021-12-15
c_152,a_936,M,too large,2021-11-05
c_152,a_665,M,fit,2021-12-31
c_152,a_857,10.0,fit,2022-03-06
c_152,a_398,M,fit,2022-05-17
c_152,a_528,L,too large,2022-08-11
c_152,a_580,M,fit,2022-10-18
c_152,a_15,M,not applicable,2022-12-30
c_153,a_964,M,too small,2021-03-12
c_153,a_400,M,too small,2021-05-08
c_153,a_53,11.5,too small,2021-06-11
c_153,a_226,L,too large,2021-07-21
c_153,a_120,L,too large,2021-08-08
c_153,a_226,M,too small,2021-11-03
c_153,a_722,11.5,too large,2021-11-14
c_153,a_218,S,too small,2022-01-07
c_154,a_233,M,too large,2021-08-14
c_155,a_599,12.0,too small,2022-01-27
c_155,a_130,L,not applicable,2022-04-07
c_155,a_926,M,too small,2022-05-03
c_155,a_312,12.5,fit,2022-05-15
c_155,a_901,L,fit,2022-06-03
c_155,a_145,L,too small,2022-06-12
c_156,a_273,XS,too small,2021-05-21
c_156,a_706,XS,too large,2021-05-28
c_156,a_917,6.5,too large,2021-08-08
c_156,a_577,XS,too small,2021-08-26
c_157,a_219,M,too small,2021-10-25
c_157,a_807,M,too small,2021-12-13
c_157,a_81,M,too small,2021-12-21
c_157,a_533,L,too large,2022-01-30
c_158,a_440,XL,not applicable,2021-02-28
c_158,a_260,XL,too large,2021-04-21
c_158,a_911,XL,too large,2021-06-04
c_158,a_32,XL,too large,2021-07-30
c_158,a_476,11.0,too small,2021-09-11
c_159,a_655,M,not applicable,2021-08-19
c_159,a_689,10.5,too small,2021-09-25
c_159,a_705,M,not applicable,2021-10-05
c_159,a_833,M,too small,2021-10-18
c_160,a_402,5.5,fit,2021-07-27
c_160,a_456,XS,too small,2021-09-27
c_160,a_856,2XS,too small,2021-12-08
c_160,a_189,5.0,too small,2022-01-23
c_160,a_808,XS,fit,2022-03-27
c_160,a_846,2XS,too small,2022-06-20
c_160,a_740,XS,fit,2022-08-31
c_161,a_934,S,fit,2021-09-23
c_161,a_750,S,too small,2021-10-04
c_161,a_83,9.0,too large,2021-11-04
c_161,a_575,8.5,fit,2022-01-20
c_162,a_978,L,too large,2021-06-22
c_162,a_515,M,too small,2021-06-27
c_162,a_427,10.0,too small,2021-07-25
c_162,a_828,10.0,too small,2021-09-27
c_162,a_884,S,too small,2021-11-18
c_162,a_663,M,fit,2022-01-08
c_163,a_569,2XL,fit,2021-06-13
c_164,a_738,M,fit,2021-04-08
c_164,a_902,S,too small,2021-04-20
c_164,a_1000,M,too small,2021-06-08
c_164,a_611,M,too small,2021-07-11
c_164,a_968,M,too small,2021-10-02
c_164,a_81,M,too large,2021-11-04
c_164,a_613,M,too small,2021-12-17
c_165,a_485,8.5,too large,2021-08-26
c_165,a_146,XS,too small,2021-11-14
c_165,a_837,S,too large,2021-12-09
c_165,a_475,S,too large,2021-12-13
c_165,a_821,S,too small,2022-03-02
c_165,a_386,8.5,too small,2022-05-08
c_165,a_391,S,too small,2022-07-27
c_165,a_598,M,too large,2022-07-28
c_165,a_766,S,too large,2022-10-09
c_165,a_492,S,too large,2022-11-10
c_166,a_491,S,too small,2021-04-05
c_166,a_679,S,too small,2021-05-17
c_166,a_248,XS,too small,2021-06-06
c_166,a_964,S,fit,2021-07-16
c_166,a_695,S,too small,2021-08-29
c_166,a_164,S,too large,2021-11-10
c_167,a_210,14.5,too large,2021-03-29
c_167,a_810,2XL,fit,2021-04-20
c_167,a_2,2XL,fit,2021-06-05
c_167,a_461,2XL,fit,2021-07-12
c_168,a_635,M,fit,2022-02-21
c_168,a_293,L,too large,2022-04-18
c_168,a_719,M,too small,2022-05-07
c_168,a_551,M,fit,2022-06-10
c_169,a_261,XL,too large,2022-01-07
c_169,a_62,XL,too large,2022-03-28
c_169,a_989,XL,too large,2022-05-20
c_170,a_252,S,not applicable,2022-01-22
c_170,a_159,S,fit,2022-04-03
c_170,a_586,M,too large,2022-04-14
c_170,a_448,S,fit,2022-07-02
c_171,a_478,M,fit,2022-02-19
c_172,a_591,2XL,too large,2021-05-29
c_172,a_136,XL,too small,2021-06-27
c_172,a_77,2XL,too small,2021-09-09
c_172,a_108,2XL,too large,2021-10-01
c_172,a_394,2XL,too large,2021-10-12
c_173,a_640,S,too large,2021-12-07
c_173,a_402,8.5,fit,2022-02-23
c_174,a_401,M,too large,2021-03-22
c_174,a_247,S,fit,2021-06-12
c_175,a_286,S,too small,2021-11-26
c_175,a_320,S,too small,2022-02-22
c_176,a_145,2XL,fit,2021-05-24
c_176,a_863,14.5,too small,2021-05-28
c_177,a_996,11.0,too large,2021-08-29
c_177,a_259,L,too large,2021-11-08
c_177,a_670,L,too small,2021-11-16
c_178,a_618,XL,too large,2021-05-08
c_179,a_877,8.0,too small,2022-01-18
c_179,a_234,S,too large,2022-02-14
c_179,a_68,S,not applicable,2022-05-12
c_179,a_222,M,too small,2022-06-26
c_179,a_276,S,too small,2022-09-21
c_179,a_332,M,too small,2022-10-18
c_179,a_888,XS,too small,2022-11-08
c_179,a_498,8.0,too small,2023-01-29
c_179,a_235,S,too small,2023-02-02
c_180,a_2,M,fit,2021-04-19
c_181,a_303,S,too small,2021-03-22
c_181,a_154,M,too small,2021-04-25
c_181,a_693,M,too small,2021-05-31
c_181,a_719,M,too small,2021-06-22
c_181,a_204,M,fit,2021-08-11
c_181,a_670,S,too small,2021-09-06
c_181,a_846,M,too large,2021-11-04
c_182,a_553,XS,too small,2021-06-13
c_182,a_603,S,fit,2021-06-28
c_182,a_889,9.0,too small,2021-08-09
c_182,a_803,S,fit,2021-09-22
c_182,a_30,M,not applicable,2021-12-12
c_183,a_774,M,fit,2021-01-12
c_184,a_944,L,fit,2021-04-27
c_184,a_131,L,too small,2021-05-31
c_184,a_484,12.0,too large,2021-06-29
c_184,a_464,L,fit,2021-08-27
c_184,a_666,M,too small,2021-09-14
c_185,a_948,M,too small,2021-06-16
c_185,a_232,M,too small,2021-08-23
c_185,a_567,8.5,too small,2021-10-27
c_185,a_81,M,too large,2022-01-22
c_185,a_522,M,too large,2022-02-01
c_186,a_498,14.5,too large,2021-12-23
c_186,a_366,XL,too large,2022-03-02
c_186,a_541,2XL,not applicable,2022-03-15
c_186,a_572,14.5,not applicable,2022-04-12
c_186,a_261,2XL,too large,2022-05-07
c_187,a_782,14.5,too large,2021-04-25
c_187,a_68,XL,too small,2021-06-06
c_188,a_811,XL,fit,2021-09-09
c_188,a_249,XL,too small,2021-10-08
c_188,a_862,XL,fit,2021-11-28
c_188,a_290,XL,not applicable,2022-01-23
c_188,a_475,XL,fit,2022-03-13
c_188,a_883,2XL,too large,2022-05-06
c_189,a_651,M,fit,2021-11-09
c_189,a_621,L,too large,2021-12-01
c_189,a_65,M,fit,2022-02-15
c_189,a_242,10.5,too large,2022-04-10
c_189,a_504,M,fit,2022-05-22
c_190,a_875,L,too large,2022-02-24
c_190,a_318,M,fit,2022-05-01
c_190,a_123,L,too large,2022-05-06
c_190,a_901,L,too large,2022-07-29
c_190,a_992,M,fit,2022-08-16
c_191,a_707,S,too small,2021-02-05
c_191,a_362,M,too large,2021-03-28
c_191,a_825,L,not applicable,2021-05-03
c_191,a_674,M,fit,2021-06-14
c_191,a_985,S,too small,2021-07-18
c_192,a_761,M,too large,2021-08-19
c_192,a_450,S,not applicable,2021-10-12
c_192,a_209,7.5,too small,2021-12-01
c_192,a_327,7.5,too large,2021-12-04
c_192,a_826,7.5,not applicable,2022-02-23
c_192,a_766,XS,too small,2022-04-05
c_193,a_931,4.5,too small,2021-07-21
c_193,a_597,XS,too large,2021-08-24
c_193,a_681,2XS,too small,2021-10-11
c_193,a_721,2XS,fit,2021-10-16
c_193,a_42,XS,too large,2021-11-04
c_194,a_341,11.5,too large,2021-06-13
c_194,a_838,L,too large,2021-06-23
c_194,a_20,11.5,too large,2021-08-08
c_194,a_271,L,too small,2021-09-20
c_194,a_141,L,too large,2021-12-10
c_194,a_605,M,too small,2021-12-30
c_195,a_893,S,fit,2022-01-15
c_195,a_150,XS,too small,2022-04-01
c_195,a_511,XS,too small,2022-05-23
c_195,a_136,M,too large,2022-06-22
c_195,a_776,S,too small,2022-07-10
c_195,a_968,M,too large,2022-08-20
c_195,a_853,XS,too small,2022-11-10
c_196,a_650,L,fit,2022-02-21
c_196,a_397,M,too small,2022-04-20
c_196,a_723,M,not applicable,2022-05-26
c_196,a_441,11.5,fit,2022-08-02
c_196,a_409,11.0,too small,2022-10-19
c_196,a_290,M,not applicable,2022-11-01
c_197,a_498,7.0,too small,2021-04-21
c_197,a_548,XS,too small,2021-07-11
c_197,a_186,S,too large,2021-10-02
c_197,a_655,S,too small,2021-11-03
c_198,a_578,L,too large,2021-08-05
c_198,a_136,M,too small,2021-09-06
c_198,a_587,10.5,fit,2021-11-14
c_198,a_615,M,not applicable,2021-11-30
c_198,a_299,S,fit,2022-01-07
c_199,a_242,11.0,too large,2021-04-05
c_200,a_989,XL,too large,2021-03-21
c_200,a_372,L,too small,2021-04-02
c_200,a_729,L,too small,2021-04-16
c_200,a_511,XL,too small,2021-05-28
c_200,a_704,2XL,too large,2021-07-23
c_201,a_258,L,fit,2021-05-30
c_201,a_386,11.5,too small,2021-06-16
c_201,a_994,M,too small,2021-09-05
c_201,a_578,XL,too large,2021-11-06
c_202,a_293,2XL,too large,2021-07-26
c_202,a_915,14.0,too small,2021-09-11
c_202,a_996,14.5,too large,2021-11-18
c_202,a_648,2XL,too small,2022-01-04
c_202,a_802,XL,too small,2022-02-06
c_202,a_763,2XL,too large,2022-05-05
c_202,a_644,2XL,fit,2022-06-24
c_203,a_288,M,fit,2022-01-10
c_203,a_731,S,too small,2022-02-07
c_203,a_775,M,fit,2022-04-26
c_203,a_82,M,too small,2022-05-16
c_204,a_73,S,too small,2021-10-17
c_204,a_836,9.0,not applicable,2021-12-03
c_204,a_843,S,too small,2022-02-15
c_204,a_394,M,too large,2022-04-17
c_204,a_266,S,too small,2022-05-10
c_204,a_676,M,too small,2022-06-28
c_204,a_173,M,fit,2022-07-04
c_205,a_414,10.5,too small,2021-05-12
c_205,a_736,M,too large,2021-07-30
c_205,a_293,L,too large,2021-09-16
c_205,a_886,M,too large,2021-09-17
c_205,a_574,11.0,not applicable,2021-10-12
c_205,a_758,S,too small,2021-10-17
c_206,a_194,XL,too large,2021-11-01
c_206,a_57,XL,not applicable,2022-01-12
c_206,a_901,XL,fit,2022-02-23
c_206,a_172,XL,fit,2022-03-24
c_206,a_798,XL,too large,2022-04-05
c_206,a_747,XL,too small,2022-06-28
c_207,a_310,S,too large,2021-07-13
c_208,a_7,S,too large,2021-08-07
c_208,a_723,S,too large,2021-10-16
c_208,a_790,S,too small,2021-12-17
c_209,a_390,S,too small,2022-03-14
c_210,a_310,M,not applicable,2021-09-06
c_210,a_826,9.5,too large,2021-09-19
c_210,a_98,M,too small,2021-10-28
c_210,a_490,M,too small,2021-12-31
c_210,a_337,9.0,too large,2022-03-01
c_211,a_396,L,fit,2021-07-17
c_212,a_62,M,fit,2021-10-21
c_212,a_470,S,too small,2021-11-23
c_213,a_221,L,too large,2021-12-27
c_213,a_91,L,too large,2022-01-11
c_213,a_201,L,too large,2022-03-17
c_213,a_575,11.5,too small,2022-04-24
c_213,a_9,M,too small,2022-05-04
c_213,a_226,L,too large,2022-07-12
c_214,a_130,S,too small,2021-02-23
c_214,a_768,S,too small,2021-05-14
c_214,a_669,XS,too small,2021-05-18
c_214,a_971,S,fit,2021-06-15
c_214,a_845,S,fit,2021-08-15
c_214,a_138,S,not applicable,2021-10-21
c_214,a_576,S,fit,2022-01-01
c_214,a_795,S,fit,2022-03-21
c_215,a_820,M,too large,2021-10-26
c_216,a_273,2XL,too large,2021-02-02
c_216,a_754,XL,fit,2021-03-15
c_216,a_894,XL,fit,2021-05-02
c_216,a_3,2XL,too large,2021-07-24
c_216,a_389,XL,fit,2021-08-30
c_216,a_192,XL,fit,2021-10-30
c_217,a_862,XL,too small,2021-11-14
c_217,a_793,2XL,too large,2021-11-17
c_217,a_570,2XL,fit,2021-12-13
c_217,a_967,2XL,too large,2022-02-25
c_218,a_888,L,fit,2021-08-20
c_218,a_751,12.0,fit,2021-08-28
c_218,a_825,L,fit,2021-10-25
c_218,a_4,12.5,too large,2021-12-16
c_218,a_133,L,not applicable,2021-12-22
c_218,a_571,M,too small,2022-03-15
c_218,a_995,L,too large,2022-03-31
c_219,a_609,11.0,fit,2021-07-11
c_219,a_530,M,not applicable,2021-09-08
c_219,a_504,L,too large,2021-12-05
c_220,a_647,14.5,not applicable,2021-09-25
c_220,a_733,XL,not applicable,2021-11-03
c_220,a_964,XL,fit,2022-01-14
c_220,a_534,XL,fit,2022-03-20
c_220,a_82,XL,too small,2022-06-13
c_220,a_261,XL,too large,2022-07-17
c_221,a_84,2XL,too small,2022-02-13
c_221,a_86,2XL,too small,2022-05-05
c_221,a_785,2XL,too small,2022-07-07
c_221,a_371,XL,too small,2022-09-16
c_221,a_889,15.0,not applicable,2022-12-03
c_221,a_329,XL,too small,2023-02-05
c_221,a_111,2XL,fit,2023-03-10
c_222,a_314,S,too small,2021-12-25
c_222,a_377,M,too small,2022-01-10
c_222,a_16,M,too large,2022-03-30
c_223,a_395,7.5,fit,2021-07-11
c_223,a_715,S,too small,2021-08-12
c_223,a_737,2XS,too small,2021-10-05
c_223,a_457,S,fit,2021-12-26
c_223,a_545,M,too large,2022-02-09
c_224,a_223,XL,too large,2021-12-30
c_224,a_868,2XL,too large,2022-03-23
c_225,a_20,10.5,fit,2021-10-29
c_225,a_631,L,fit,2022-01-03
c_225,a_154,L,too small,2022-02-13
c_225,a_26,L,too large,2022-04-23
c_225,a_204,L,fit,2022-05-23
c_225,a_858,XL,too large,2022-06-21
c_225,a_647,10.5,too large,2022-06-22
c_226,a_150,L,too small,2021-06-19
c_226,a_338,XL,fit,2021-09-11
c_226,a_510,XL,too small,2021-09-22
c_226,a_752,XL,too small,2021-12-05
c_226,a_121,XL,too small,2022-02-16
c_227,a_906,M,too small,2021-11-18
c_227,a_225,L,fit,2022-02-01
c_227,a_857,12.0,fit,2022-03-21
c_227,a_187,L,fit,2022-04-03
c_228,a_663,S,fit,2022-02-06
c_228,a_779,S,too small,2022-02-24
c_228,a_810,XS,too small,2022-03-24
c_228,a_368,XS,too small,2022-06-17
c_228,a_554,S,fit,2022-08-04
c_229,a_726,11.5,not applicable,2021-09-30
c_229,a_249,XL,too large,2021-11-10
c_229,a_876,XL,too small,2021-11-19
c_229,a_638,L,too large,2021-12-03
c_230,a_188,9.0,too large,2021-08-07
c_230,a_134,M,too large,2021-10-04
c_230,a_951,M,too small,2021-10-22
c_231,a_204,M,fit,2021-06-28
c_231,a_491,M,too small,2021-09-15
c_231,a_20,10.5,fit,2021-10-06
c_231,a_403,M,too large,2021-11-03
c_231,a_291,M,fit,2021-11-30
c_231,a_496,M,too large,2021-12-13
c_232,a_264,XS,fit,2021-08-13
c_232,a_331,XS,fit,2021-11-10
c_232,a_640,S,too large,2021-12-08
c_232,a_731,2XS,too small,2022-02-27
c_232,a_176,XS,too large,2022-03-09
c_233,a_230,L,too large,2021-09-24
c_233,a_654,M,too small,2021-12-16
c_233,a_936,M,too large,2022-02-09
c_233,a_678,M,too small,2022-05-03
c_234,a_554,XS,too small,2021-05-07
c_234,a_877,8.0,not applicable,2021-06-14
c_234,a_474,S,fit,2021-08-25
c_234,a_817,S,not applicable,2021-10-10
c_234,a_753,8.0,too large,2021-11-19
c_235,a_811,XL,too small,2021-12-14
c_235,a_555,14.5,too small,2022-01-08
c_235,a_423,XL,too small,2022-01-20
c_236,a_629,XL,too small,2021-06-11
c_236,a_445,L,too small,2021-08-10
c_236,a_923,XL,too large,2021-09-24
c_237,a_43,M,fit,2021-06-16
c_237,a_283,M,too large,2021-07-14
c_237,a_510,L,too small,2021-08-17
c_237,a_38,M,too small,2021-09-09
c_237,a_954,12.5,not applicable,2021-09-15
c_237,a_80,L,too small,2021-10-03
c_237,a_98,L,fit,2021-12-28
c_238,a_893,M,fit,2021-11-11
c_238,a_259,M,fit,2021-11-28
c_238,a_383,M,fit,2021-12-05
c_238,a_591,M,too large,2022-01-29
c_238,a_408,M,fit,2022-02-03
c_238,a_861,M,fit,2022-04-20
c_238,a_993,M,fit,2022-07-17
c_239,a_786,XS,too small,2021-05-02
c_239,a_822,S,too large,2021-06-17
c_239,a_810,XS,too large,2021-08-05
c_239,a_322,2XS,too small,2021-08-11
c_239,a_726,6.0,too small,2021-10-03
c_240,a_545,2XL,fit,2021-05-22
c_240,a_668,2XL,not applicable,2021-07-04
c_240,a_295,2XL,too small,2021-07-24
c_240,a_865,15.0,not applicable,2021-10-12
c_240,a_465,2XL,too large,2021-10-15
c_240,a_480,2XL,not applicable,2021-10-24
c_241,a_46,XL,not applicable,2021-11-15
c_241,a_665,M,too small,2021-12-24
c_241,a_664,L,fit,2022-01-29
c_241,a_36,L,too small,2022-03-16
c_241,a_687,L,too large,2022-06-05
c_241,a_634,L,too small,2022-07-20
c_241,a_648,XL,too large,2022-07-28
c_242,a_901,S,too small,2021-03-05
c_242,a_243,M,too large,2021-05-27
c_242,a_880,M,fit,2021-08-19
c_242,a_145,M,too small,2021-11-16
c_242,a_32,M,too small,2022-01-08
c_242,a_756,L,too large,2022-03-15
c_242,a_660,11.0,too small,2022-05-13
c_242,a_109,L,too large,2022-06-02
c_242,a_62,M,too large,2022-07-08
c_242,a_25,M,too large,2022-08-05
c_243,a_68,M,too large,2021-12-17
c_243,a_511,S,too small,2022-01-07
c_243,a_234,M,too large,2022-01-19
c_243,a_923,M,too large,2022-03-11
c_243,a_344,M,too large,2022-04-19
c_244,a_98,S,fit,2021-07-19
c_245,a_515,2XL,too large,2021-04-26
c_245,a_740,2XL,fit,2021-06-14
c_245,a_659,14.5,too large,2021-06-24
c_246,a_622,M,fit,2022-02-12
c_246,a_786,L,not applicable,2022-04-19
c_246,a_772,9.0,too small,2022-05-08
c_246,a_213,M,too large,2022-05-31
c_246,a_39,M,fit,2022-06-27
c_246,a_152,M,not applicable,2022-08-05
c_247,a_826,13.0,not applicable,2021-10-12
c_247,a_414,13.0,too small,2021-11-03
c_247,a_487,XL,not applicable,2021-11-25
c_247,a_677,XL,too large,2022-02-13
c_247,a_115,XL,not applicable,2022-02-19
c_248,a_482,XL,not applicable,2021-04-24
c_248,a_817,M,too small,2021-05-19
c_248,a_491,M,too small,2021-07-01
c_248,a_702,S,too small,2021-09-13
c_248,a_920,L,too small,2021-11-13
c_248,a_404,9.5,fit,2022-01-23
c_249,a_656,XL,too small,2021-12-10
c_249,a_920,M,too small,2022-03-08
c_249,a_552,XL,fit,2022-05-17
c_249,a_209,13.5,not applicable,2022-07-31
c_249,a_998,XL,too small,2022-08-07
c_250,a_16,L,too large,2021-05-05
c_251,a_330,2XL,too large,2021-11-15
c_252,a_301,XL,too small,2021-06-02
c_252,a_934,XL,fit,2021-07-31
c_252,a_621,L,too small,2021-09-21
c_252,a_955,XL,fit,2021-11-30
c_252,a_308,13.0,fit,2021-12-23
c_252,a_859,2XL,too large,2022-01-17
c_253,a_348,XL,fit,2021-05-13
c_254,a_189,14.5,too small,2021-05-08
c_254,a_8,2XL,too small,2021-07-15
c_254,a_763,XL,too large,2021-08-28
c_254,a_234,XL,not applicable,2021-10-04
c_254,a_224,2XL,too large,2021-11-24
c_254,a_471,15.0,too large,2022-01-12
c_254,a_568,2XL,too large,2022-04-10
c_254,a_658,2XL,too large,2022-06-19
c_255,a_369,M,too small,2021-07-25
c_255,a_891,M,too large,2021-08-30
c_256,a_675,L,too large,2021-09-13
c_256,a_509,XL,not applicable,2021-12-10
c_256,a_461,L,fit,2022-02-06
c_256,a_240,12.0,fit,2022-02-26
c_256,a_85,L,fit,2022-05-18
c_256,a_725,L,fit,2022-08-02
c_257,a_308,13.5,fit,2022-03-02
c_257,a_216,L,too small,2022-05-06
c_257,a_607,13.5,too small,2022-05-23
c_257,a_917,13.5,too large,2022-08-15
c_257,a_34,XL,fit,2022-08-28
c_257,a_11,L,not applicable,2022-11-14
c_258,a_80,M,too small,2021-03-04
c_258,a_570,M,fit,2021-03-22
c_258,a_750,S,too small,2021-06-08
c_258,a_50,M,too large,2021-08-02
c_258,a_292,M,too small,2021-10-26
c_258,a_845,L,too large,2021-12-27
c_258,a_339,L,too large,2022-01-03
c_258,a_745,L,too large,2022-01-31
c_259,a_831,12.0,fit,2021-09-18
c_259,a_90,L,too large,2021-12-13
c_259,a_813,XL,too large,2022-01-19
c_259,a_819,XL,not applicable,2022-04-18
c_260,a_329,M,not applicable,2021-03-18
c_260,a_225,M,fit,2021-04-06
c_260,a_907,L,too large,2021-05-24
c_260,a_141,L,too large,2021-08-21
c_260,a_728,M,too small,2021-09-06
c_260,a_468,M,too small,2021-09-09
c_260,a_77,M,too small,2021-10-04
c_261,a_709,S,too small,2021-07-01
c_262,a_973,M,too small,2021-08-12
c_262,a_295,L,too small,2021-09-09
c_262,a_252,L,too large,2021-11-23
c_262,a_262,L,fit,2022-01-03
c_262,a_201,L,fit,2022-03-19
c_262,a_478,L,fit,2022-05-22
c_262,a_812,XL,too large,2022-08-10
c_263,a_783,L,too large,2021-12-28
c_264,a_304,S,too small,2021-02-26
c_264,a_770,9.5,too small,2021-04-28
c_264,a_979,M,not applicable,2021-06-28
c_264,a_23,9.5,fit,2021-08-29
c_264,a_827,M,too small,2021-09-16
c_264,a_847,M,too small,2021-10-11
c_265,a_442,XS,too small,2021-06-17
c_265,a_572,7.0,not applicable,2021-07-22
c_265,a_705,XS,too small,2021-08-21
c_266,a_234,2XS,not applicable,2022-01-11
c_266,a_701,2XS,too small,2022-02-20
c_266,a_253,XS,fit,2022-02-24
c_266,a_731,XS,fit,2022-03-19
c_266,a_280,XS,fit,2022-06-16
c_266,a_631,S,fit,2022-08-01
c_267,a_84,M,too small,2021-12-28
c_267,a_761,M,too large,2022-03-21
c_267,a_540,9.5,fit,2022-04-05
c_268,a_360,L,too small,2021-05-07
c_269,a_258,XL,fit,2021-10-30
c_269,a_365,2XL,too large,2021-12-09
c_269,a_461,XL,fit,2022-02-21
c_269,a_912,13.0,fit,2022-03-04
c_269,a_98,XL,fit,2022-05-12
c_269,a_261,2XL,too large,2022-05-31
c_269,a_935,XL,fit,2022-06-06
c_270,a_373,M,too large,2021-01-28
c_270,a_536,6.0,too small,2021-04-10
c_270,a_655,M,too large,2021-04-11
c_270,a_204,2XS,too small,2021-06-03
c_270,a_464,XS,not applicable,2021-08-04
c_270,a_373,S,too small,2021-09-28
c_271,a_640,2XL,too large,2021-03-27
c_271,a_442,2XL,fit,2021-05-17
c_271,a_230,2XL,too small,2021-07-30
c_271,a_759,2XL,too small,2021-10-15
c_271,a_852,2XL,not applicable,2021-11-23
c_271,a_869,XL,too small,2021-11-27
c_272,a_138,L,too large,2022-01-08
c_273,a_716,2XL,too small,2021-12-21
c_273,a_670,2XL,too small,2022-03-19
c_273,a_71,14.5,too large,2022-05-03
c_274,a_367,XL,fit,2021-08-04
c_274,a_560,XL,too large,2021-08-15
c_274,a_669,XL,fit,2021-09-01
c_274,a_552,XL,fit,2021-11-14
c_274,a_560,L,not applicable,2022-01-19
c_274,a_737,XL,fit,2022-03-04
c_274,a_417,L,too small,2022-05-06
c_274,a_669,2XL,too large,2022-05-22
c_275,a_169,L,fit,2021-02-11
c_275,a_982,XL,too large,2021-02-17
c_276,a_857,11.5,too large,2021-02-07
c_276,a_8,L,not applicable,2021-03-20
c_276,a_563,L,too large,2021-04-11
c_277,a_902,M,too small,2021-03-04
c_278,a_234,XL,too large,2021-12-16
c_278,a_378,XL,fit,2022-03-03
c_278,a_35,12.5,too small,2022-04-22
c_279,a_884,M,too large,2022-02-06
c_279,a_419,S,too small,2022-04-13
