consumer_id,seq_len,product_type_ids,material_ids,size_ids,section_ids,gender_id,age_bin_id,country_id,label_id,product_type_id_t,material_id_t,size_id_t,section_id_t,transaction_date_t
c_298,1,[3],[6],[19],[3],0,3,3,0,1,5,4,3,2022-01-19
c_298,2,"[3, 1]","[6, 5]","[19, 4]","[3, 3]",0,3,3,0,1,5,4,2,2022-02-21
c_298,3,"[3, 1, 1]","[6, 5, 5]","[19, 4, 4]","[3, 3, 2]",0,3,3,1,3,4,19,3,2022-04-03
c_298,4,"[3, 1, 1, 3]","[6, 5, 5, 4]","[19, 4, 4, 19]","[3, 3, 2, 3]",0,3,3,0,2,5,4,1,2022-05-07
c_298,5,"[3, 1, 1, 3, 2]","[6, 5, 5, 4, 5]","[19, 4, 4, 19, 4]","[3, 3, 2, 3, 1]",0,3,3,3,4,7,4,3,2022-07-06
c_299,1,[3],[4],[24],[2],1,3,2,0,4,8,6,1,2021-08-04
c_299,2,"[3, 4]","[4, 8]","[24, 6]","[2, 1]",1,3,2,3,5,2,6,3,2021-10-24
c_299,3,"[3, 4, 5]","[4, 8, 2]","[24, 6, 6]","[2, 1, 3]",1,3,2,2,5,7,6,1,2022-01-04
c_299,4,"[3, 4, 5, 5]","[4, 8, 2, 7]","[24, 6, 6, 6]","[2, 1, 3, 1]",1,3,2,3,4,1,6,1,2022-01-05
c_299,5,"[3, 4, 5, 5, 4]","[4, 8, 2, 7, 1]","[24, 6, 6, 6, 6]","[2, 1, 3, 1, 1]",1,3,2,0,5,2,6,1,2022-02-27
c_299,6,"[3, 4, 5, 5, 4, 5]","[4, 8, 2, 7, 1, 2]","[24, 6, 6, 6, 6, 6]","[2, 1, 3, 1, 1, 1]",1,3,2,0,1,7,5,2,2022-05-19
c_3,1,[2],[5],[4],[3],0,3,1,0,5,7,4,1,2021-11-25
c_3,2,"[2, 5]","[5, 7]","[4, 4]","[3, 1]",0,3,1,2,6,2,6,2,2022-01-22
c_3,3,"[2, 5, 6]","[5, 7, 2]","[4, 4, 6]","[3, 1, 2]",0,3,1,2,1,5,6,3,2022-02-23
c_3,4,"[2, 5, 6, 1]","[5, 7, 2, 5]","[4, 4, 6, 6]","[3, 1, 2, 3]",0,3,1,0,2,5,5,1,2022-04-07
c_3,5,"[2, 5, 6, 1, 2]","[5, 7, 2, 5, 5]","[4, 4, 6, 6, 5]","[3, 1, 2, 3, 1]",0,3,1,1,4,7,5,2,2022-06-25
c_3,6,"[2, 5, 6, 1, 2, 4]","[5, 7, 2, 5, 5, 7]","[4, 4, 6, 6, 5, 5]","[3, 1, 2, 3, 1, 2]",0,3,1,1,1,5,5,3,2022-09-02
c_301,1,[5],[2],[5],[3],0,5,1,2,2,7,6,3,2021-07-15
c_302,1,[6],[7],[4],[2],1,4,0,0,4,8,3,2,2021-09-01
c_302,2,"[6, 4]","[7, 8]","[4, 3]","[2, 2]",1,4,0,2,1,3,4,1,2021-11-05
c_302,3,"[6, 4, 1]","[7, 8, 3]","[4, 3, 4]","[2, 2, 1]",1,4,0,2,4,7,4,2,2021-11-27
c_302,4,"[6, 4, 1, 4]","[7, 8, 3, 7]","[4, 3, 4, 4]","[2, 2, 1, 2]",1,4,0,1,5,2,3,3,2022-02-03
c_302,5,"[6, 4, 1, 4, 5]","[7, 8, 3, 7, 2]","[4, 3, 4, 4, 3]","[2, 2, 1, 2, 3]",1,4,0,2,3,7,13,2,2022-03-19
c_303,1,[2],[8],[5],[3],0,2,2,2,6,2,4,1,2021-09-13
c_303,2,"[2, 6]","[8, 2]","[5, 4]","[3, 1]",0,2,2,0,6,7,3,2,2021-09-22
c_303,3,"[2, 6, 6]","[8, 2, 7]","[5, 4, 3]","[3, 1, 2]",0,2,2,0,5,7,4,2,2021-11-09
c_303,4,"[2, 6, 6, 5]","[8, 2, 7, 7]","[5, 4, 3, 4]","[3, 1, 2, 2]",0,2,2,2,5,7,4,1,2021-12-10
c_303,5,"[2, 6, 6, 5, 5]","[8, 2, 7, 7, 7]","[5, 4, 3, 4, 4]","[3, 1, 2, 2, 1]",0,2,2,2,5,7,4,1,2022-02-28
c_304,1,[1],[5],[3],[1],0,2,0,0,2,8,4,2,2021-11-15
c_304,2,"[1, 2]","[5, 8]","[3, 4]","[1, 2]",0,2,0,2,2,8,5,3,2021-12-21
c_304,3,"[1, 2, 2]","[5, 8, 8]","[3, 4, 5]","[1, 2, 3]",0,2,0,2,6,5,4,1,2022-03-10
c_304,4,"[1, 2, 2, 6]","[5, 8, 8, 5]","[3, 4, 5, 4]","[1, 2, 3, 1]",0,2,0,2,1,5,4,2,2022-04-10
c_304,5,"[1, 2, 2, 6, 1]","[5, 8, 8, 5, 5]","[3, 4, 5, 4, 4]","[1, 2, 3, 1, 2]",0,2,0,2,1,7,3,3,2022-05-14
c_304,6,"[1, 2, 2, 6, 1, 1]","[5, 8, 8, 5, 5, 7]","[3, 4, 5, 4, 4, 3]","[1, 2, 3, 1, 2, 3]",0,2,0,2,6,7,4,3,2022-06-26
c_304,7,"[1, 2, 2, 6, 1, 1, 6]","[5, 8, 8, 5, 5, 7, 7]","[3, 4, 5, 4, 4, 3, 4]","[1, 2, 3, 1, 2, 3, 3]",0,2,0,2,5,7,4,1,2022-07-13
c_304,8,"[1, 2, 2, 6, 1, 1, 6, 5]","[5, 8, 8, 5, 5, 7, 7, 7]","[3, 4, 5, 4, 4, 3, 4, 4]","[1, 2, 3, 1, 2, 3, 3, 1]",0,2,0,2,4,7,4,2,2022-09-09
c_305,1,[6],[2],[3],[2],0,1,3,2,5,2,3,3,2022-04-14
c_305,2,"[6, 5]","[2, 2]","[3, 3]","[2, 3]",0,1,3,0,5,5,3,2,2022-05-14
c_306,1,[2],[5],[4],[1],1,5,3,3,3,4,18,1,2021-06-07
c_306,2,"[2, 3]","[5, 4]","[4, 18]","[1, 1]",1,5,3,1,2,5,4,3,2021-06-11
c_308,1,[3],[4],[20],[3],0,4,0,3,5,2,4,3,2021-06-09
c_308,2,"[3, 5]","[4, 2]","[20, 4]","[3, 3]",0,4,0,2,5,5,6,2,2021-06-30
c_308,3,"[3, 5, 5]","[4, 2, 5]","[20, 4, 6]","[3, 3, 2]",0,4,0,1,1,5,5,2,2021-07-21
c_308,4,"[3, 5, 5, 1]","[4, 2, 5, 5]","[20, 4, 6, 5]","[3, 3, 2, 2]",0,4,0,1,2,7,5,1,2021-10-15
c_308,5,"[3, 5, 5, 1, 2]","[4, 2, 5, 5, 7]","[20, 4, 6, 5, 5]","[3, 3, 2, 2, 1]",0,4,0,0,4,8,4,3,2022-01-02
c_310,1,[5],[2],[4],[1],0,1,0,0,4,8,4,3,2021-10-23
c_310,2,"[5, 4]","[2, 8]","[4, 4]","[1, 3]",0,1,0,2,4,8,5,3,2021-11-08
c_310,3,"[5, 4, 4]","[2, 8, 8]","[4, 4, 5]","[1, 3, 3]",0,1,0,2,6,5,4,1,2021-12-20
c_310,4,"[5, 4, 4, 6]","[2, 8, 8, 5]","[4, 4, 5, 4]","[1, 3, 3, 1]",0,1,0,2,6,2,5,1,2022-03-06
c_311,1,[6],[2],[7],[2],1,0,0,3,2,5,7,1,2022-01-20
c_311,2,"[6, 2]","[2, 5]","[7, 7]","[2, 1]",1,0,0,1,5,2,7,2,2022-02-22
c_312,1,[5],[7],[3],[1],0,2,2,0,3,7,18,2,2021-10-18
c_312,2,"[5, 3]","[7, 7]","[3, 18]","[1, 2]",0,2,2,1,3,6,19,3,2021-11-08
c_313,1,[3],[6],[19],[2],0,5,3,0,4,1,5,2,2021-06-11
c_313,2,"[3, 4]","[6, 1]","[19, 5]","[2, 2]",0,5,3,2,3,6,20,3,2021-07-24
c_313,3,"[3, 4, 3]","[6, 1, 6]","[19, 5, 20]","[2, 2, 3]",0,5,3,0,2,8,4,2,2021-08-25
c_313,4,"[3, 4, 3, 2]","[6, 1, 6, 8]","[19, 5, 20, 4]","[2, 2, 3, 2]",0,5,3,0,4,1,5,2,2021-09-22
c_313,5,"[3, 4, 3, 2, 4]","[6, 1, 6, 8, 1]","[19, 5, 20, 4, 5]","[2, 2, 3, 2, 2]",0,5,3,0,4,1,4,1,2021-11-28
c_315,1,[3],[7],[21],[3],2,4,1,0,1,5,4,1,2021-09-20
c_315,2,"[3, 1]","[7, 5]","[21, 4]","[3, 1]",2,4,1,2,1,5,5,3,2021-11-09
c_315,3,"[3, 1, 1]","[7, 5, 5]","[21, 4, 5]","[3, 1, 3]",2,4,1,1,1,5,5,3,2022-02-03
c_316,1,[1],[5],[5],[2],2,6,0,2,1,5,5,1,2021-05-12
c_316,2,"[1, 1]","[5, 5]","[5, 5]","[2, 1]",2,6,0,0,3,4,18,3,2021-06-02
c_316,3,"[1, 1, 3]","[5, 5, 4]","[5, 5, 18]","[2, 1, 3]",2,6,0,0,4,1,5,1,2021-08-10
c_316,4,"[1, 1, 3, 4]","[5, 5, 4, 1]","[5, 5, 18, 5]","[2, 1, 3, 1]",2,6,0,0,4,7,5,2,2021-08-30
c_316,5,"[1, 1, 3, 4, 4]","[5, 5, 4, 1, 7]","[5, 5, 18, 5, 5]","[2, 1, 3, 1, 2]",2,6,0,3,6,7,5,1,2021-09-19
c_317,1,[4],[1],[5],[2],0,4,2,0,4,1,4,1,2021-11-16
c_319,1,[2],[5],[6],[2],1,6,0,2,1,7,7,1,2021-07-13
c_319,2,"[2, 1]","[5, 7]","[6, 7]","[2, 1]",1,6,0,3,2,5,6,1,2021-08-13
c_319,3,"[2, 1, 2]","[5, 7, 5]","[6, 7, 6]","[2, 1, 1]",1,6,0,1,5,7,6,2,2021-10-30
c_319,4,"[2, 1, 2, 5]","[5, 7, 5, 7]","[6, 7, 6, 6]","[2, 1, 1, 2]",1,6,0,0,1,7,6,2,2021-12-16
c_32,1,[4],[1],[3],[1],0,1,1,3,1,5,3,3,2021-07-31
c_32,2,"[4, 1]","[1, 5]","[3, 3]","[1, 3]",0,1,1,0,2,5,2,3,2021-08-16
c_32,3,"[4, 1, 2]","[1, 5, 5]","[3, 3, 2]","[1, 3, 3]",0,1,1,2,2,5,3,1,2021-08-20
c_32,4,"[4, 1, 2, 2]","[1, 5, 5, 5]","[3, 3, 2, 3]","[1, 3, 3, 1]",0,1,1,1,2,5,3,1,2021-08-30
c_320,1,[3],[7],[22],[3],1,2,1,0,1,6,4,3,2021-08-17
c_320,2,"[3, 1]","[7, 6]","[22, 4]","[3, 3]",1,2,1,1,6,5,5,3,2021-09-17
c_321,1,[4],[7],[3],[3],0,1,2,2,2,8,3,1,2022-04-18
c_321,2,"[4, 2]","[7, 8]","[3, 3]","[3, 1]",0,1,2,0,6,2,3,2,2022-05-14
c_321,3,"[4, 2, 6]","[7, 8, 2]","[3, 3, 3]","[3, 1, 2]",0,1,2,0,6,7,2,3,2022-05-23
c_321,4,"[4, 2, 6, 6]","[7, 8, 2, 7]","[3, 3, 3, 2]","[3, 1, 2, 3]",0,1,2,0,1,3,2,2,2022-06-02
c_321,5,"[4, 2, 6, 6, 1]","[7, 8, 2, 7, 3]","[3, 3, 3, 2, 2]","[3, 1, 2, 3, 2]",0,1,2,0,3,6,14,3,2022-06-25
c_322,1,[2],[5],[5],[2],1,1,2,0,3,6,20,2,2021-04-12
c_322,2,"[2, 3]","[5, 6]","[5, 20]","[2, 2]",1,1,2,1,2,7,5,3,2021-05-09
c_323,1,[4],[7],[6],[1],1,4,3,0,2,8,5,1,2021-02-15
c_323,2,"[4, 2]","[7, 8]","[6, 5]","[1, 1]",1,4,3,2,5,7,5,3,2021-05-05
c_323,3,"[4, 2, 5]","[7, 8, 7]","[6, 5, 5]","[1, 1, 3]",1,4,3,1,2,3,6,3,2021-06-14
c_323,4,"[4, 2, 5, 2]","[7, 8, 7, 3]","[6, 5, 5, 6]","[1, 1, 3, 3]",1,4,3,0,3,6,21,2,2021-08-20
c_323,5,"[4, 2, 5, 2, 3]","[7, 8, 7, 3, 6]","[6, 5, 5, 6, 21]","[1, 1, 3, 3, 2]",1,4,3,2,6,2,5,3,2021-10-13
c_323,6,"[4, 2, 5, 2, 3, 6]","[7, 8, 7, 3, 6, 2]","[6, 5, 5, 6, 21, 5]","[1, 1, 3, 3, 2, 3]",1,4,3,0,2,7,5,2,2021-11-10
c_324,1,[1],[5],[7],[1],0,1,1,0,3,6,27,2,2022-01-29
c_324,2,"[1, 3]","[5, 6]","[7, 27]","[1, 2]",0,1,1,0,1,5,7,3,2022-03-23
c_324,3,"[1, 3, 1]","[5, 6, 5]","[7, 27, 7]","[1, 2, 3]",0,1,1,0,3,6,27,2,2022-05-05
c_324,4,"[1, 3, 1, 3]","[5, 6, 5, 6]","[7, 27, 7, 27]","[1, 2, 3, 2]",0,1,1,3,2,5,7,3,2022-05-30
c_324,5,"[1, 3, 1, 3, 2]","[5, 6, 5, 6, 5]","[7, 27, 7, 27, 7]","[1, 2, 3, 2, 3]",0,1,1,0,2,8,6,3,2022-06-26
c_325,1,[1],[5],[5],[3],1,3,3,0,4,8,5,1,2021-07-25
c_325,2,"[1, 4]","[5, 8]","[5, 5]","[3, 1]",1,3,3,1,6,2,5,2,2021-08-21
c_325,3,"[1, 4, 6]","[5, 8, 2]","[5, 5, 5]","[3, 1, 2]",1,3,3,3,3,7,21,1,2021-10-30
c_325,4,"[1, 4, 6, 3]","[5, 8, 2, 7]","[5, 5, 5, 21]","[3, 1, 2, 1]",1,3,3,0,3,6,21,2,2021-12-06
c_325,5,"[1, 4, 6, 3, 3]","[5, 8, 2, 7, 6]","[5, 5, 5, 21, 21]","[3, 1, 2, 1, 2]",1,3,3,1,3,4,22,1,2022-01-25
c_325,6,"[1, 4, 6, 3, 3, 3]","[5, 8, 2, 7, 6, 4]","[5, 5, 5, 21, 21, 22]","[3, 1, 2, 1, 2, 1]",1,3,3,3,3,6,21,3,2022-02-09
c_325,7,"[1, 4, 6, 3, 3, 3, 3]","[5, 8, 2, 7, 6, 4, 6]","[5, 5, 5, 21, 21, 22, 21]","[3, 1, 2, 1, 2, 1, 3]",1,3,3,1,3,6,21,3,2022-04-10
c_326,1,[6],[7],[5],[3],1,6,2,2,5,2,6,1,2021-10-20
c_326,2,"[6, 5]","[7, 2]","[5, 6]","[3, 1]",1,6,2,2,3,7,22,1,2021-11-26
c_326,3,"[6, 5, 3]","[7, 2, 7]","[5, 6, 22]","[3, 1, 1]",1,6,2,0,1,6,5,2,2021-12-24
c_326,4,"[6, 5, 3, 1]","[7, 2, 7, 6]","[5, 6, 22, 5]","[3, 1, 1, 2]",1,6,2,2,4,7,6,2,2022-01-21
c_326,5,"[6, 5, 3, 1, 4]","[7, 2, 7, 6, 7]","[5, 6, 22, 5, 6]","[3, 1, 1, 2, 2]",1,6,2,0,5,5,5,1,2022-02-10
c_326,6,"[6, 5, 3, 1, 4, 5]","[7, 2, 7, 6, 7, 5]","[5, 6, 22, 5, 6, 5]","[3, 1, 1, 2, 2, 1]",1,6,2,3,5,2,5,3,2022-05-07
c_327,1,[4],[7],[5],[1],0,3,3,1,2,8,4,1,2022-01-16
c_327,2,"[4, 2]","[7, 8]","[5, 4]","[1, 1]",0,3,3,2,5,5,6,3,2022-02-04
c_327,3,"[4, 2, 5]","[7, 8, 5]","[5, 4, 6]","[1, 1, 3]",0,3,3,0,3,6,21,2,2022-02-14
c_328,1,[6],[2],[2],[3],2,2,0,0,1,7,2,3,2021-12-23
c_328,2,"[6, 1]","[2, 7]","[2, 2]","[3, 3]",2,2,0,2,6,2,2,2,2022-01-21
c_329,1,[2],[5],[5],[1],1,2,1,0,5,5,4,2,2021-05-05
c_329,2,"[2, 5]","[5, 5]","[5, 4]","[1, 2]",1,2,1,1,3,7,20,3,2021-06-22
c_329,3,"[2, 5, 3]","[5, 5, 7]","[5, 4, 20]","[1, 2, 3]",1,2,1,0,2,5,4,2,2021-08-13
c_329,4,"[2, 5, 3, 2]","[5, 5, 7, 5]","[5, 4, 20, 4]","[1, 2, 3, 2]",1,2,1,3,6,2,5,2,2021-10-15
c_329,5,"[2, 5, 3, 2, 6]","[5, 5, 7, 5, 2]","[5, 4, 20, 4, 5]","[1, 2, 3, 2, 2]",1,2,1,1,2,3,5,1,2021-12-12
c_329,6,"[2, 5, 3, 2, 6, 2]","[5, 5, 7, 5, 2, 3]","[5, 4, 20, 4, 5, 5]","[1, 2, 3, 2, 2, 1]",1,2,1,3,1,6,5,2,2022-01-28
c_329,7,"[2, 5, 3, 2, 6, 2, 1]","[5, 5, 7, 5, 2, 3, 6]","[5, 4, 20, 4, 5, 5, 5]","[1, 2, 3, 2, 2, 1, 2]",1,2,1,0,5,2,4,3,2022-03-25
c_330,1,[4],[1],[6],[1],0,0,2,0,3,6,25,3,2021-10-12
c_330,2,"[4, 3]","[1, 6]","[6, 25]","[1, 3]",0,0,2,2,4,7,6,1,2021-10-30
c_330,3,"[4, 3, 4]","[1, 6, 7]","[6, 25, 6]","[1, 3, 1]",0,0,2,2,5,7,6,3,2021-11-30
c_331,1,[5],[7],[4],[1],0,5,3,2,4,7,4,3,2022-01-23
c_332,1,[3],[7],[19],[2],1,6,2,2,4,7,4,1,2021-08-04
c_332,2,"[3, 4]","[7, 7]","[19, 4]","[2, 1]",1,6,2,0,1,7,4,3,2021-09-11
c_332,3,"[3, 4, 1]","[7, 7, 7]","[19, 4, 4]","[2, 1, 3]",1,6,2,2,5,2,4,1,2021-09-21
c_335,1,[3],[6],[14],[1],0,2,0,2,5,2,3,3,2022-02-06
c_335,2,"[3, 5]","[6, 2]","[14, 3]","[1, 3]",0,2,0,3,4,1,3,3,2022-04-12
c_336,1,[4],[7],[5],[3],0,0,1,0,6,7,5,2,2021-11-22
c_336,2,"[4, 6]","[7, 7]","[5, 5]","[3, 2]",0,0,1,2,5,7,5,3,2022-02-16
c_336,3,"[4, 6, 5]","[7, 7, 7]","[5, 5, 5]","[3, 2, 3]",0,0,1,0,1,5,5,1,2022-04-21
c_337,1,[3],[4],[17],[1],0,4,2,2,2,5,4,2,2021-07-29
c_337,2,"[3, 2]","[4, 5]","[17, 4]","[1, 2]",0,4,2,2,5,2,4,2,2021-10-14
c_337,3,"[3, 2, 5]","[4, 5, 2]","[17, 4, 4]","[1, 2, 2]",0,4,2,1,4,1,4,3,2021-11-12
c_337,4,"[3, 2, 5, 4]","[4, 5, 2, 1]","[17, 4, 4, 4]","[1, 2, 2, 3]",0,4,2,2,5,7,4,1,2022-01-22
c_337,5,"[3, 2, 5, 4, 5]","[4, 5, 2, 1, 7]","[17, 4, 4, 4, 4]","[1, 2, 2, 3, 1]",0,4,2,0,4,1,4,3,2022-04-19
c_337,6,"[3, 2, 5, 4, 5, 4]","[4, 5, 2, 1, 7, 1]","[17, 4, 4, 4, 4, 4]","[1, 2, 2, 3, 1, 3]",0,4,2,3,3,7,17,3,2022-05-22
c_338,1,[5],[5],[5],[2],1,0,3,0,4,7,5,2,2021-08-28
c_338,2,"[5, 4]","[5, 7]","[5, 5]","[2, 2]",1,0,3,2,6,2,5,2,2021-10-12
c_338,3,"[5, 4, 6]","[5, 7, 2]","[5, 5, 5]","[2, 2, 2]",1,0,3,1,3,4,21,3,2021-12-31
c_338,4,"[5, 4, 6, 3]","[5, 7, 2, 4]","[5, 5, 5, 21]","[2, 2, 2, 3]",1,0,3,1,5,7,5,3,2022-02-19
c_339,1,[3],[6],[27],[1],0,3,0,3,5,7,7,1,2021-09-04
c_339,2,"[3, 5]","[6, 7]","[27, 7]","[1, 1]",0,3,0,0,5,5,7,2,2021-11-19
c_34,1,[3],[4],[18],[1],1,6,1,0,5,7,4,1,2021-11-07
c_34,2,"[3, 5]","[4, 7]","[18, 4]","[1, 1]",1,6,1,1,1,6,4,2,2022-01-24
c_34,3,"[3, 5, 1]","[4, 7, 6]","[18, 4, 4]","[1, 1, 2]",1,6,1,1,5,2,4,1,2022-03-01
c_34,4,"[3, 5, 1, 5]","[4, 7, 6, 2]","[18, 4, 4, 4]","[1, 1, 2, 1]",1,6,1,0,1,5,4,2,2022-03-22
c_34,5,"[3, 5, 1, 5, 1]","[4, 7, 6, 2, 5]","[18, 4, 4, 4, 4]","[1, 1, 2, 1, 2]",1,6,1,3,2,5,5,2,2022-06-16
c_340,1,[4],[8],[3],[3],2,3,3,0,3,6,14,1,2021-08-01
c_340,2,"[4, 3]","[8, 6]","[3, 14]","[3, 1]",2,3,3,0,5,2,2,2,2021-09-02
c_340,3,"[4, 3, 5]","[8, 6, 2]","[3, 14, 2]","[3, 1, 2]",2,3,3,3,5,7,3,3,2021-10-26
c_340,4,"[4, 3, 5, 5]","[8, 6, 2, 7]","[3, 14, 2, 3]","[3, 1, 2, 3]",2,3,3,2,3,6,14,3,2021-12-09
c_340,5,"[4, 3, 5, 5, 3]","[8, 6, 2, 7, 6]","[3, 14, 2, 3, 14]","[3, 1, 2, 3, 3]",2,3,3,0,5,5,3,1,2022-01-08
c_342,1,[2],[7],[4],[1],0,2,1,3,5,2,4,3,2021-11-29
c_342,2,"[2, 5]","[7, 2]","[4, 4]","[1, 3]",0,2,1,0,4,7,4,1,2022-01-22
c_342,3,"[2, 5, 4]","[7, 2, 7]","[4, 4, 4]","[1, 3, 1]",0,2,1,2,5,2,4,3,2022-03-19
c_342,4,"[2, 5, 4, 5]","[7, 2, 7, 2]","[4, 4, 4, 4]","[1, 3, 1, 3]",0,2,1,0,4,1,3,1,2022-06-14
c_342,5,"[2, 5, 4, 5, 4]","[7, 2, 7, 2, 1]","[4, 4, 4, 4, 3]","[1, 3, 1, 3, 1]",0,2,1,0,2,5,3,3,2022-08-17
c_342,6,"[2, 5, 4, 5, 4, 2]","[7, 2, 7, 2, 1, 5]","[4, 4, 4, 4, 3, 3]","[1, 3, 1, 3, 1, 3]",0,2,1,0,1,5,3,1,2022-09-03
c_343,1,[1],[5],[4],[1],0,3,0,2,4,1,5,3,2021-07-29
c_343,2,"[1, 4]","[5, 1]","[4, 5]","[1, 3]",0,3,0,0,3,6,17,2,2021-10-24
c_343,3,"[1, 4, 3]","[5, 1, 6]","[4, 5, 17]","[1, 3, 2]",0,3,0,2,4,1,4,1,2022-01-17
c_343,4,"[1, 4, 3, 4]","[5, 1, 6, 1]","[4, 5, 17, 4]","[1, 3, 2, 1]",0,3,0,3,2,5,4,1,2022-03-16
c_343,5,"[1, 4, 3, 4, 2]","[5, 1, 6, 1, 5]","[4, 5, 17, 4, 4]","[1, 3, 2, 1, 1]",0,3,0,0,5,5,4,2,2022-05-09
c_343,6,"[1, 4, 3, 4, 2, 5]","[5, 1, 6, 1, 5, 5]","[4, 5, 17, 4, 4, 4]","[1, 3, 2, 1, 1, 2]",0,3,0,0,1,3,4,1,2022-06-26
c_343,7,"[1, 4, 3, 4, 2, 5, 1]","[5, 1, 6, 1, 5, 5, 3]","[4, 5, 17, 4, 4, 4, 4]","[1, 3, 2, 1, 1, 2, 1]",0,3,0,2,3,4,17,3,2022-08-08
c_344,1,[6],[7],[3],[3],2,2,1,2,5,2,3,3,2021-09-14
c_344,2,"[6, 5]","[7, 2]","[3, 3]","[3, 3]",2,2,1,2,2,7,4,3,2021-10-29
c_344,3,"[6, 5, 2]","[7, 2, 7]","[3, 3, 4]","[3, 3, 3]",2,2,1,0,6,7,2,1,2022-01-18
c_344,4,"[6, 5, 2, 6]","[7, 2, 7, 7]","[3, 3, 4, 2]","[3, 3, 3, 1]",2,2,1,3,6,2,2,2,2022-03-26
c_344,5,"[6, 5, 2, 6, 6]","[7, 2, 7, 7, 2]","[3, 3, 4, 2, 2]","[3, 3, 3, 1, 2]",2,2,1,2,2,8,4,1,2022-04-19
c_344,6,"[6, 5, 2, 6, 6, 2]","[7, 2, 7, 7, 2, 8]","[3, 3, 4, 2, 2, 4]","[3, 3, 3, 1, 2, 1]",2,2,1,2,5,7,3,1,2022-07-08
c_345,1,[1],[5],[4],[2],0,0,3,1,2,7,4,2,2021-11-01
c_346,1,[3],[4],[21],[1],0,0,2,0,3,7,21,2,2021-11-16
c_346,2,"[3, 3]","[4, 7]","[21, 21]","[1, 2]",0,0,2,0,6,2,5,1,2021-11-22
c_346,3,"[3, 3, 6]","[4, 7, 2]","[21, 21, 5]","[1, 2, 1]",0,0,2,0,1,3,5,2,2021-12-07
c_346,4,"[3, 3, 6, 1]","[4, 7, 2, 3]","[21, 21, 5, 5]","[1, 2, 1, 2]",0,0,2,0,3,6,21,3,2021-12-18
c_346,5,"[3, 3, 6, 1, 3]","[4, 7, 2, 3, 6]","[21, 21, 5, 5, 21]","[1, 2, 1, 2, 3]",0,0,2,2,6,2,6,3,2022-01-06
c_347,1,[6],[5],[7],[1],1,2,2,3,3,6,27,1,2021-11-10
c_347,2,"[6, 3]","[5, 6]","[7, 27]","[1, 1]",1,2,2,0,3,4,27,2,2022-01-21
c_347,3,"[6, 3, 3]","[5, 6, 4]","[7, 27, 27]","[1, 1, 2]",1,2,2,2,2,5,7,1,2022-02-22
c_347,4,"[6, 3, 3, 2]","[5, 6, 4, 5]","[7, 27, 27, 7]","[1, 1, 2, 1]",1,2,2,0,3,4,26,2,2022-03-12
c_347,5,"[6, 3, 3, 2, 3]","[5, 6, 4, 5, 4]","[7, 27, 27, 7, 26]","[1, 1, 2, 1, 2]",1,2,2,0,1,5,7,3,2022-05-16
c_348,1,[2],[5],[4],[2],1,5,3,1,3,7,22,3,2022-01-11
c_348,2,"[2, 3]","[5, 7]","[4, 22]","[2, 3]",1,5,3,2,4,8,6,1,2022-04-06
c_348,3,"[2, 3, 4]","[5, 7, 8]","[4, 22, 6]","[2, 3, 1]",1,5,3,3,2,5,5,3,2022-06-16
c_349,1,[1],[7],[2],[1],0,6,0,3,1,7,2,1,2021-11-21
c_352,1,[3],[6],[12],[3],0,2,3,2,2,7,3,3,2021-06-18
c_352,2,"[3, 2]","[6, 7]","[12, 3]","[3, 3]",0,2,3,3,5,2,3,2,2021-07-02
c_352,3,"[3, 2, 5]","[6, 7, 2]","[12, 3, 3]","[3, 3, 2]",0,2,3,0,4,1,3,3,2021-08-05
c_352,4,"[3, 2, 5, 4]","[6, 7, 2, 1]","[12, 3, 3, 3]","[3, 3, 2, 3]",0,2,3,3,5,2,3,3,2021-10-01
c_352,5,"[3, 2, 5, 4, 5]","[6, 7, 2, 1, 2]","[12, 3, 3, 3, 3]","[3, 3, 2, 3, 3]",0,2,3,0,3,6,12,2,2021-10-07
c_352,6,"[3, 2, 5, 4, 5, 3]","[6, 7, 2, 1, 2, 6]","[12, 3, 3, 3, 3, 12]","[3, 3, 2, 3, 3, 2]",0,2,3,2,5,7,3,2,2021-11-27
c_352,7,"[3, 2, 5, 4, 5, 3, 5]","[6, 7, 2, 1, 2, 6, 7]","[12, 3, 3, 3, 3, 12, 3]","[3, 3, 2, 3, 3, 2, 2]",0,2,3,0,4,1,2,3,2022-01-13
c_352,8,"[3, 2, 5, 4, 5, 3, 5, 4]","[6, 7, 2, 1, 2, 6, 7, 1]","[12, 3, 3, 3, 3, 12, 3, 2]","[3, 3, 2, 3, 3, 2, 2, 3]",0,2,3,0,2,7,3,1,2022-03-31
c_353,1,[5],[7],[3],[3],1,1,1,2,1,7,3,2,2021-04-30
c_353,2,"[5, 1]","[7, 7]","[3, 3]","[3, 2]",1,1,1,0,4,7,2,3,2021-07-06
c_353,3,"[5, 1, 4]","[7, 7, 7]","[3, 3, 2]","[3, 2, 3]",1,1,1,2,6,7,2,1,2021-07-20
c_354,1,[4],[1],[7],[2],2,4,1,3,3,6,25,3,2021-07-17
c_354,2,"[4, 3]","[1, 6]","[7, 25]","[2, 3]",2,4,1,0,6,5,5,3,2021-08-08
c_354,3,"[4, 3, 6]","[1, 6, 5]","[7, 25, 5]","[2, 3, 3]",2,4,1,0,3,7,26,2,2021-09-12
